dataset,size,epoch,lr,momentum,bacth,weightDecay,testError,testLoss,trainTime,testTime,stdTestError,stdTestLoss,stdTrainTime,stdTestTime
mnist,0.125,4,0.01,0.99,64,0.01,0.0763,0.26522741752862933,10.623991250991821,1.053621768951416,0,0,0,0
mnist,0.125,4,0.01,0.99,64,0.001,0.0542,0.19370100759901107,10.753403186798096,1.019688606262207,0,0,0,0
mnist,0.125,4,0.01,0.99,64,0.0001,0.0682,0.2066236905425787,10.96382474899292,0.98592209815979,0,0,0,0
mnist,0.125,4,0.01,0.99,128,0.0,0.0822,0.25000005838871003,10.113802671432495,0.9556965827941895,0,0,0,0
mnist,0.125,4,0.01,0.99,128,0.01,0.2034,0.6187837825775147,10.103719234466553,0.9336566925048828,0,0,0,0
mnist,0.125,4,0.01,0.99,128,0.001,0.0913,0.30507690045833585,10.227699995040894,0.9452221393585205,0,0,0,0
mnist,0.125,4,0.01,0.99,128,0.0001,0.0731,0.2621294546365738,9.85731840133667,0.9466373920440674,0,0,0,0
mnist,0.125,4,0.01,0.99,256,0.0,0.3891,1.7098118661880493,9.892753601074219,0.895291805267334,0,0,0,0
mnist,0.125,4,0.01,0.99,256,0.01,0.8865,2.292369236755371,10.316411972045898,0.9734058380126953,0,0,0,0
mnist,0.125,4,0.01,0.99,256,0.001,0.3084,2.644051567840576,9.750388860702515,0.9445726871490479,0,0,0,0
mnist,0.125,4,0.01,0.99,256,0.0001,0.3593,1.4631541467666627,10.27589464187622,0.9354579448699951,0,0,0,0
mnist,0.125,4,0.01,0.99,512,0.0,0.8865,2.2972804553985595,12.087949752807617,1.16241455078125,0,0,0,0
mnist,0.125,4,0.01,0.99,512,0.01,0.8865,2.3000520023345947,11.930605173110962,1.138519048690796,0,0,0,0
mnist,0.125,4,0.01,0.99,512,0.001,0.8865,2.29768846244812,11.448037385940552,1.18691086769104,0,0,0,0
mnist,0.125,4,0.01,0.99,512,0.0001,0.8865,2.2973246948242187,12.195367574691772,1.1669669151306152,0,0,0,0
mnist,0.125,4,0.001,0.0,64,0.0,0.899,2.3037856220245363,10.64171314239502,0.9916443824768066,0,0,0,0
mnist,0.125,4,0.001,0.0,64,0.01,0.899,2.3037798828125,10.879409313201904,1.0303919315338135,0,0,0,0
mnist,0.125,4,0.001,0.0,64,0.001,0.899,2.303785008239746,9.996653079986572,1.020979881286621,0,0,0,0
mnist,0.125,4,0.001,0.0,64,0.0001,0.899,2.3037855381011965,10.469950199127197,0.9918391704559326,0,0,0,0
mnist,0.125,4,0.001,0.0,128,0.0,0.899,2.304019228363037,9.974914073944092,0.8827066421508789,0,0,0,0
mnist,0.125,4,0.001,0.0,128,0.01,0.899,2.3040147254943846,9.24604320526123,0.9337515830993652,0,0,0,0
mnist,0.125,4,0.001,0.0,128,0.001,0.899,2.304018799972534,9.868955612182617,0.9562821388244629,0,0,0,0
mnist,0.125,4,0.001,0.0,128,0.0001,0.899,2.3040192070007324,9.487089157104492,0.910290002822876,0,0,0,0
mnist,0.125,4,0.001,0.0,256,0.0,0.899,2.304143752288818,9.680091142654419,0.8941724300384521,0,0,0,0
mnist,0.125,4,0.001,0.0,256,0.01,0.899,2.3041410091400145,10.118964672088623,0.9240725040435791,0,0,0,0
mnist,0.125,4,0.001,0.0,256,0.001,0.899,2.304143482208252,10.067802667617798,0.9911158084869385,0,0,0,0
mnist,0.125,4,0.001,0.0,256,0.0001,0.899,2.304143690109253,9.862666130065918,0.9435229301452637,0,0,0,0
mnist,0.125,4,0.001,0.0,512,0.0,0.899,2.304209526062012,12.015233039855957,1.1563596725463867,0,0,0,0
mnist,0.125,4,0.001,0.0,512,0.01,0.899,2.304207986450195,11.840630292892456,1.028543472290039,0,0,0,0
mnist,0.125,4,0.001,0.0,512,0.001,0.899,2.3042093055725097,12.109336853027344,1.1927015781402588,0,0,0,0
mnist,0.125,4,0.001,0.0,512,0.0001,0.899,2.304209477233887,11.63993215560913,1.159600019454956,0,0,0,0
mnist,0.125,4,0.001,0.9,64,0.0,0.899,2.3010561729431154,10.6429123878479,0.9939618110656738,0,0,0,0
mnist,0.125,4,0.001,0.9,64,0.01,0.899,2.301416664123535,11.023646354675293,1.0172743797302246,0,0,0,0
mnist,0.125,4,0.001,0.9,64,0.001,0.899,2.301099282455444,10.629290342330933,0.9623317718505859,0,0,0,0
mnist,0.125,4,0.001,0.9,64,0.0001,0.899,2.301059712600708,10.5604829788208,0.9873843193054199,0,0,0,0
mnist,0.125,4,0.001,0.9,128,0.0,0.899,2.3024086990356447,10.195988655090332,0.9269323348999023,0,0,0,0
mnist,0.125,4,0.001,0.9,128,0.01,0.899,2.302479067993164,10.07918381690979,0.9556779861450195,0,0,0,0
mnist,0.125,4,0.001,0.9,128,0.001,0.899,2.3024155540466307,10.243084907531738,0.9606907367706299,0,0,0,0
mnist,0.125,4,0.001,0.9,128,0.0001,0.899,2.3024093318939207,10.051968097686768,0.9500448703765869,0,0,0,0
mnist,0.125,4,0.001,0.9,256,0.0,0.899,2.3032557884216307,9.471502304077148,0.942025899887085,0,0,0,0
mnist,0.125,4,0.001,0.9,256,0.01,0.899,2.3032576847076416,9.486818552017212,0.9088494777679443,0,0,0,0
mnist,0.125,4,0.001,0.9,256,0.001,0.899,2.3032560066223144,9.886950016021729,1.020341157913208,0,0,0,0
mnist,0.125,4,0.001,0.9,256,0.0001,0.899,2.3032558124542235,9.536306381225586,0.9306588172912598,0,0,0,0
mnist,0.125,4,0.001,0.9,512,0.0,0.899,2.3037619987487794,12.403390645980835,1.172267198562622,0,0,0,0
mnist,0.125,4,0.001,0.9,512,0.01,0.899,2.3037555656433106,11.893084287643433,1.1632764339447021,0,0,0,0
mnist,0.125,4,0.001,0.9,512,0.001,0.899,2.3037615211486817,11.950269222259521,1.1834447383880615,0,0,0,0
mnist,0.125,4,0.001,0.9,512,0.0001,0.899,2.303761937713623,11.070783376693726,1.1162443161010742,0,0,0,0
mnist,0.125,4,0.001,0.95,64,0.0,0.8865,2.2979384841918944,9.014634609222412,1.0445241928100586,0,0,0,0
mnist,0.125,4,0.001,0.95,64,0.01,0.8865,2.3000629821777343,10.443194389343262,0.9313981533050537,0,0,0,0
mnist,0.125,4,0.001,0.95,64,0.001,0.8865,2.298251860809326,10.602903842926025,0.991765022277832,0,0,0,0
mnist,0.125,4,0.001,0.95,64,0.0001,0.8865,2.2979718471527097,11.332574844360352,1.0571482181549072,0,0,0,0
mnist,0.125,4,0.001,0.95,128,0.0,0.899,2.3012625263214113,10.376637935638428,1.0408461093902588,0,0,0,0
mnist,0.125,4,0.001,0.95,128,0.01,0.899,2.301537512207031,9.645111560821533,0.9299967288970947,0,0,0,0
mnist,0.125,4,0.001,0.95,128,0.001,0.899,2.301294184875488,9.636422634124756,0.9027729034423828,0,0,0,0
mnist,0.125,4,0.001,0.95,128,0.0001,0.899,2.301265753173828,10.539998054504395,1.0234286785125732,0,0,0,0
mnist,0.125,4,0.001,0.95,256,0.0,0.899,2.3025914249420167,9.034764766693115,0.9215891361236572,0,0,0,0
mnist,0.125,4,0.001,0.95,256,0.01,0.899,2.302628120422363,10.020373344421387,0.9187164306640625,0,0,0,0
mnist,0.125,4,0.001,0.95,256,0.001,0.899,2.302595281982422,10.028010606765747,0.9133141040802002,0,0,0,0
mnist,0.125,4,0.001,0.95,256,0.0001,0.899,2.3025917484283447,9.889830350875854,0.9776403903961182,0,0,0,0
mnist,0.125,4,0.001,0.95,512,0.0,0.899,2.303476026535034,10.914462327957153,1.1259281635284424,0,0,0,0
mnist,0.125,4,0.001,0.95,512,0.01,0.899,2.3034694900512696,12.016024112701416,1.0977892875671387,0,0,0,0
mnist,0.125,4,0.001,0.95,512,0.001,0.899,2.303475408935547,11.285791397094727,1.0453922748565674,0,0,0,0
mnist,0.125,4,0.001,0.95,512,0.0001,0.899,2.303476014328003,11.579317092895508,1.0710160732269287,0,0,0,0
mnist,0.125,4,0.001,0.99,64,0.0,0.3773,1.3126168738365174,10.506650686264038,0.9525730609893799,0,0,0,0
mnist,0.125,4,0.001,0.99,64,0.01,0.8747,2.281059552383423,10.454570055007935,1.0465598106384277,0,0,0,0
mnist,0.125,4,0.001,0.99,64,0.001,0.2475,0.7437898832798004,10.986659526824951,0.9667820930480957,0,0,0,0
mnist,0.125,4,0.001,0.99,64,0.0001,0.322,1.161136962890625,10.652442693710327,0.9475226402282715,0,0,0,0
mnist,0.125,4,0.001,0.99,128,0.0,0.8865,2.29597407913208,9.742630243301392,0.8991312980651855,0,0,0,0
mnist,0.125,4,0.001,0.99,128,0.01,0.8865,2.299590423965454,9.784501552581787,0.9635448455810547,0,0,0,0
mnist,0.125,4,0.001,0.99,128,0.001,0.8865,2.296528168106079,9.68981647491455,0.9669981002807617,0,0,0,0
mnist,0.125,4,0.001,0.99,128,0.0001,0.8865,2.296031803894043,10.014087200164795,0.941584587097168,0,0,0,0
mnist,0.125,4,0.001,0.99,256,0.0,0.8991,2.300951477432251,9.88350534439087,0.9559073448181152,0,0,0,0
mnist,0.125,4,0.001,0.99,256,0.01,0.8977,2.3012299518585206,10.100065469741821,0.9976203441619873,0,0,0,0
mnist,0.125,4,0.001,0.99,256,0.001,0.899,2.3009842357635497,9.821784496307373,0.990509033203125,0,0,0,0
mnist,0.125,4,0.001,0.99,256,0.0001,0.8991,2.300954514694214,9.84016728401184,0.946709394454956,0,0,0,0
mnist,0.125,4,0.001,0.99,512,0.0,0.899,2.302932223892212,11.851385354995728,1.0766215324401855,0,0,0,0
mnist,0.125,4,0.001,0.99,512,0.01,0.899,2.302935255432129,12.040767192840576,1.214082956314087,0,0,0,0
mnist,0.125,4,0.001,0.99,512,0.001,0.899,2.3029326080322265,12.152933120727539,1.0991804599761963,0,0,0,0
mnist,0.125,4,0.001,0.99,512,0.0001,0.899,2.302932180786133,11.691677331924438,1.1286861896514893,0,0,0,0
mnist,0.125,4,0.0001,0.0,64,0.0,0.899,2.304223133087158,10.609628438949585,1.0215327739715576,0,0,0,0
mnist,0.125,4,0.0001,0.0,64,0.01,0.899,2.3042219394683836,10.261775970458984,0.9858405590057373,0,0,0,0
mnist,0.125,4,0.0001,0.0,64,0.001,0.899,2.3042229942321777,10.988155841827393,1.0123014450073242,0,0,0,0
mnist,0.125,4,0.0001,0.0,64,0.0001,0.899,2.304223107147217,9.613003492355347,1.016772747039795,0,0,0,0
mnist,0.125,4,0.0001,0.0,128,0.0,0.899,2.304250648498535,9.847821712493896,0.905127763748169,0,0,0,0
mnist,0.125,4,0.0001,0.0,128,0.01,0.899,2.3042500244140625,8.172031879425049,0.8754434585571289,0,0,0,0
mnist,0.125,4,0.0001,0.0,128,0.001,0.899,2.3042505599975587,9.438580751419067,0.8882088661193848,0,0,0,0
mnist,0.125,4,0.0001,0.0,128,0.0001,0.899,2.3042506145477293,9.536038875579834,0.9241611957550049,0,0,0,0
mnist,0.125,4,0.0001,0.0,256,0.0,0.899,2.3042641597747804,9.169735431671143,0.9445197582244873,0,0,0,0
mnist,0.125,4,0.0001,0.0,256,0.01,0.899,2.3042638412475585,9.828367233276367,0.9681830406188965,0,0,0,0
mnist,0.125,4,0.0001,0.0,256,0.001,0.899,2.3042641159057617,9.453003168106079,0.869744062423706,0,0,0,0
mnist,0.125,4,0.0001,0.0,256,0.0001,0.899,2.3042641414642335,9.586886405944824,0.9712190628051758,0,0,0,0
mnist,0.125,4,0.0001,0.0,512,0.0,0.899,2.304271074295044,12.022917985916138,1.0591208934783936,0,0,0,0
mnist,0.125,4,0.0001,0.0,512,0.01,0.899,2.3042708415985107,12.399110317230225,1.1280734539031982,0,0,0,0
mnist,0.125,4,0.0001,0.0,512,0.001,0.899,2.3042710556030275,11.815243244171143,1.035841464996338,0,0,0,0
mnist,0.125,4,0.0001,0.0,512,0.0001,0.899,2.3042710498809815,11.888576745986938,1.1867311000823975,0,0,0,0
mnist,0.125,4,0.0001,0.9,64,0.0,0.899,2.303797378540039,11.144682168960571,1.0926270484924316,0,0,0,0
mnist,0.125,4,0.0001,0.9,64,0.01,0.899,2.303791435241699,10.998519897460938,1.0126888751983643,0,0,0,0
mnist,0.125,4,0.0001,0.9,64,0.001,0.899,2.303796703338623,11.34714651107788,1.053548812866211,0,0,0,0
mnist,0.125,4,0.0001,0.9,64,0.0001,0.899,2.3037973556518554,11.089781522750854,1.0250892639160156,0,0,0,0
mnist,0.125,4,0.0001,0.9,128,0.0,0.899,2.3040292137145997,9.923715829849243,0.9570865631103516,0,0,0,0
mnist,0.125,4,0.0001,0.9,128,0.01,0.899,2.3040247901916504,10.25525689125061,0.906644344329834,0,0,0,0
mnist,0.125,4,0.0001,0.9,128,0.001,0.899,2.3040287700653077,10.117310523986816,0.955134391784668,0,0,0,0
mnist,0.125,4,0.0001,0.9,128,0.0001,0.899,2.304029174041748,9.793745994567871,0.9478824138641357,0,0,0,0
mnist,0.125,4,0.0001,0.9,256,0.0,0.899,2.3041538146972655,9.728048086166382,0.9480328559875488,0,0,0,0
mnist,0.125,4,0.0001,0.9,256,0.01,0.899,2.3041511764526366,9.898757696151733,0.8593673706054688,0,0,0,0
mnist,0.125,4,0.0001,0.9,256,0.001,0.899,2.304153526687622,10.030200719833374,0.972522497177124,0,0,0,0
mnist,0.125,4,0.0001,0.9,256,0.0001,0.899,2.304153778457642,9.92049241065979,0.9721927642822266,0,0,0,0
mnist,0.125,4,0.0001,0.9,512,0.0,0.899,2.3042199504852294,11.366926193237305,1.0917131900787354,0,0,0,0
mnist,0.125,4,0.0001,0.9,512,0.01,0.899,2.304218557357788,10.92034363746643,1.1080436706542969,0,0,0,0
mnist,0.125,4,0.0001,0.9,512,0.001,0.899,2.304219828414917,11.581610918045044,1.1614751815795898,0,0,0,0
mnist,0.125,4,0.0001,0.9,512,0.0001,0.899,2.3042199504852294,12.449796438217163,1.2097625732421875,0,0,0,0
mnist,0.125,4,0.0001,0.95,64,0.0,0.899,2.3034096866607667,11.015800952911377,1.0817277431488037,0,0,0,0
mnist,0.125,4,0.0001,0.95,64,0.01,0.899,2.303407646560669,10.289324760437012,1.0292284488677979,0,0,0,0
mnist,0.125,4,0.0001,0.95,64,0.001,0.899,2.3034094921112063,10.744627475738525,1.0191831588745117,0,0,0,0
mnist,0.125,4,0.0001,0.95,64,0.0001,0.899,2.3034097217559815,10.731677293777466,0.9887619018554688,0,0,0,0
mnist,0.125,4,0.0001,0.95,128,0.0,0.899,2.303830153274536,9.809779405593872,0.9093773365020752,0,0,0,0
mnist,0.125,4,0.0001,0.95,128,0.01,0.899,2.303823677825928,9.221291542053223,0.9194521903991699,0,0,0,0
mnist,0.125,4,0.0001,0.95,128,0.001,0.899,2.3038295764923094,10.176368951797485,0.9802055358886719,0,0,0,0
mnist,0.125,4,0.0001,0.95,128,0.0001,0.899,2.303830107116699,9.459274768829346,0.9325370788574219,0,0,0,0
mnist,0.125,4,0.0001,0.95,256,0.0,0.899,2.3040567775726317,9.55868935585022,0.9639017581939697,0,0,0,0
mnist,0.125,4,0.0001,0.95,256,0.01,0.899,2.3040525344848635,10.071197748184204,0.9908280372619629,0,0,0,0
mnist,0.125,4,0.0001,0.95,256,0.001,0.899,2.3040563426971437,9.850287675857544,0.9473679065704346,0,0,0,0
mnist,0.125,4,0.0001,0.95,256,0.0001,0.899,2.304056741333008,10.099626302719116,1.0431580543518066,0,0,0,0
mnist,0.125,4,0.0001,0.95,512,0.0,0.899,2.3041829925537107,11.443888902664185,1.051861047744751,0,0,0,0
mnist,0.125,4,0.0001,0.95,512,0.01,0.899,2.304180987548828,12.164965867996216,1.0743584632873535,0,0,0,0
mnist,0.125,4,0.0001,0.95,512,0.001,0.899,2.3041828086853027,11.90538763999939,1.1566863059997559,0,0,0,0
mnist,0.125,4,0.0001,0.95,512,0.0001,0.899,2.3041830169677735,12.245933294296265,1.1750447750091553,0,0,0,0
mnist,0.125,4,0.0001,0.99,64,0.0,0.899,2.3015532432556154,11.218062162399292,1.00484037399292,0,0,0,0
mnist,0.125,4,0.0001,0.99,64,0.01,0.899,2.3017340324401854,11.031906127929688,1.038489818572998,0,0,0,0
mnist,0.125,4,0.0001,0.99,64,0.001,0.899,2.3015731395721435,10.72753620147705,1.0409152507781982,0,0,0,0
mnist,0.125,4,0.0001,0.99,64,0.0001,0.899,2.301555188751221,11.30528974533081,1.0794312953948975,0,0,0,0
mnist,0.125,4,0.0001,0.99,128,0.0,0.899,2.3029703746795653,9.978265047073364,0.9207508563995361,0,0,0,0
mnist,0.125,4,0.0001,0.99,128,0.01,0.899,2.3029766525268554,8.991105318069458,0.9037618637084961,0,0,0,0
mnist,0.125,4,0.0001,0.99,128,0.001,0.899,2.302971307373047,10.058777809143066,0.9365744590759277,0,0,0,0
mnist,0.125,4,0.0001,0.99,128,0.0001,0.899,2.3029705516815184,10.129505157470703,0.9779162406921387,0,0,0,0
mnist,0.125,4,0.0001,0.99,256,0.0,0.899,2.3037617065429687,10.098554372787476,1.0174803733825684,0,0,0,0
mnist,0.125,4,0.0001,0.99,256,0.01,0.899,2.3037540985107423,9.56199336051941,0.9798154830932617,0,0,0,0
mnist,0.125,4,0.0001,0.99,256,0.001,0.899,2.303761001968384,9.789784669876099,0.9624931812286377,0,0,0,0
mnist,0.125,4,0.0001,0.99,256,0.0001,0.899,2.303761651229858,9.275239944458008,0.9493293762207031,0,0,0,0
mnist,0.125,4,0.0001,0.99,512,0.0,0.899,2.304107663345337,12.15713119506836,1.088040828704834,0,0,0,0
mnist,0.125,4,0.0001,0.99,512,0.01,0.899,2.304104135131836,11.93120527267456,1.1242833137512207,0,0,0,0
mnist,0.125,4,0.0001,0.99,512,0.001,0.899,2.3041073085784913,12.135855913162231,1.2010760307312012,0,0,0,0
mnist,0.125,4,0.0001,0.99,512,0.0001,0.899,2.3041076999664307,11.679163932800293,1.0607101917266846,0,0,0,0
mnist,0.125,8,0.1,0.0,64,0.0,0.0312,0.09990266605066135,22.34150242805481,1.0712945461273193,0,0,0,0
mnist,0.125,8,0.1,0.0,64,0.01,0.1139,0.410320401096344,21.88555884361267,1.0762557983398438,0,0,0,0
mnist,0.125,8,0.1,0.0,64,0.001,0.0331,0.09893393172859215,21.90568470954895,1.0826067924499512,0,0,0,0
mnist,0.125,8,0.1,0.0,64,0.0001,0.0347,0.1108611423542723,22.41585612297058,1.0769376754760742,0,0,0,0
mnist,0.125,8,0.1,0.0,128,0.0,0.0467,0.14466662120521068,20.040411710739136,0.9139063358306885,0,0,0,0
mnist,0.125,8,0.1,0.0,128,0.01,0.0632,0.20844990850687026,19.315489292144775,0.9004812240600586,0,0,0,0
mnist,0.125,8,0.1,0.0,128,0.001,0.0503,0.1543114161670208,19.79380989074707,0.897007942199707,0,0,0,0
mnist,0.125,8,0.1,0.0,128,0.0001,0.0483,0.15090055379271508,19.529322624206543,0.9479296207427979,0,0,0,0
mnist,0.125,8,0.1,0.0,256,0.0,0.1621,0.5275725559234619,20.46916127204895,0.9787986278533936,0,0,0,0
mnist,0.125,8,0.1,0.0,256,0.01,0.6517,2.2435564357757567,19.094013214111328,0.9767324924468994,0,0,0,0
mnist,0.125,8,0.1,0.0,256,0.001,0.2117,0.6665883333206176,19.370933055877686,1.035614252090454,0,0,0,0
mnist,0.125,8,0.1,0.0,256,0.0001,0.1772,0.556804362487793,20.45080041885376,0.9015917778015137,0,0,0,0
mnist,0.125,8,0.1,0.0,512,0.0,0.8789,2.28629736328125,23.5222225189209,1.2052390575408936,0,0,0,0
mnist,0.125,8,0.1,0.0,512,0.01,0.8865,2.2986497886657715,22.11841106414795,1.0854036808013916,0,0,0,0
mnist,0.125,8,0.1,0.0,512,0.001,0.8859,2.289111791610718,22.757980585098267,1.1146836280822754,0,0,0,0
mnist,0.125,8,0.1,0.0,512,0.0001,0.88,2.2865853954315187,24.121489763259888,1.1766548156738281,0,0,0,0
mnist,0.125,8,0.1,0.9,64,0.0,0.8865,2.303759659576416,20.329569578170776,1.0604426860809326,0,0,0,0
mnist,0.125,8,0.1,0.9,64,0.01,0.8865,2.3034344944000242,22.66672658920288,1.0534007549285889,0,0,0,0
mnist,0.125,8,0.1,0.9,64,0.001,0.8865,2.303724370574951,21.1428964138031,0.9694342613220215,0,0,0,0
mnist,0.125,8,0.1,0.9,64,0.0001,0.8865,2.3037558639526368,22.136245250701904,1.012756586074829,0,0,0,0
mnist,0.125,8,0.1,0.9,128,0.0,0.8865,2.301916133117676,19.83780002593994,0.898808479309082,0,0,0,0
mnist,0.125,8,0.1,0.9,128,0.01,0.8865,2.3018046421051026,20.373563528060913,0.9644155502319336,0,0,0,0
mnist,0.125,8,0.1,0.9,128,0.001,0.8865,2.3021013854980468,18.618424892425537,0.9426877498626709,0,0,0,0
mnist,0.125,8,0.1,0.9,128,0.0001,0.8865,2.302605975341797,20.39087176322937,1.0037188529968262,0,0,0,0
mnist,0.125,8,0.1,0.9,256,0.0,0.8865,2.301768607711792,19.634719133377075,0.9995367527008057,0,0,0,0
mnist,0.125,8,0.1,0.9,256,0.01,0.8865,2.301633909988403,20.43188238143921,1.0311322212219238,0,0,0,0
mnist,0.125,8,0.1,0.9,256,0.001,0.8865,2.301786883163452,20.353821992874146,0.969681978225708,0,0,0,0
mnist,0.125,8,0.1,0.9,256,0.0001,0.8865,2.301695944595337,19.324994325637817,0.9347999095916748,0,0,0,0
mnist,0.125,8,0.1,0.9,512,0.0,0.8074,2.215603189086914,23.446056604385376,1.0479018688201904,0,0,0,0
mnist,0.125,8,0.1,0.9,512,0.01,0.8865,2.301835374069214,23.867968559265137,1.1525800228118896,0,0,0,0
mnist,0.125,8,0.1,0.9,512,0.001,0.8865,2.301848028564453,23.65822958946228,1.1767199039459229,0,0,0,0
mnist,0.125,8,0.1,0.9,512,0.0001,0.899,2.310550365447998,23.839945077896118,1.0704169273376465,0,0,0,0
mnist,0.125,8,0.1,0.95,64,0.0,0.1993,0.6504834213256836,20.789896249771118,0.9761078357696533,0,0,0,0
mnist,0.125,8,0.1,0.95,64,0.01,0.8865,2.305918137359619,36.82207202911377,0.9928505420684814,0,0,0,0
mnist,0.125,8,0.1,0.95,64,0.001,0.8865,2.3064553173065185,21.49253749847412,1.0439023971557617,0,0,0,0
mnist,0.125,8,0.1,0.95,64,0.0001,0.1218,0.42643874740600585,22.1822292804718,1.1220221519470215,0,0,0,0
mnist,0.125,8,0.1,0.95,128,0.0,0.8865,2.303230215454102,19.941215753555298,0.9561281204223633,0,0,0,0
mnist,0.125,8,0.1,0.95,128,0.01,0.8865,2.3032499366760253,18.20739245414734,0.8608956336975098,0,0,0,0
mnist,0.125,8,0.1,0.95,128,0.001,0.8865,2.3032362369537354,18.215534925460815,0.9035313129425049,0,0,0,0
mnist,0.125,8,0.1,0.95,128,0.0001,0.8865,2.3032307537078855,17.59641194343567,0.9292392730712891,0,0,0,0
mnist,0.125,8,0.1,0.95,256,0.0,0.8865,2.302742043685913,19.43231225013733,0.9461038112640381,0,0,0,0
mnist,0.125,8,0.1,0.95,256,0.01,0.8865,2.3014506900787355,19.078710317611694,0.9246723651885986,0,0,0,0
mnist,0.125,8,0.1,0.95,256,0.001,0.8865,2.3020349212646485,19.343894004821777,0.8816263675689697,0,0,0,0
mnist,0.125,8,0.1,0.95,256,0.0001,0.8865,2.3021108654022218,20.243542671203613,0.9851181507110596,0,0,0,0
mnist,0.125,8,0.1,0.95,512,0.0,0.8865,2.3079237533569334,24.1133770942688,1.1860618591308594,0,0,0,0
mnist,0.125,8,0.1,0.95,512,0.01,0.8865,2.3023912746429445,23.739363431930542,1.1258571147918701,0,0,0,0
mnist,0.125,8,0.1,0.95,512,0.001,0.8865,2.301988144302368,23.74249768257141,1.0796489715576172,0,0,0,0
mnist,0.125,8,0.1,0.95,512,0.0001,0.7337,2.0763708892822264,23.65334725379944,1.1567652225494385,0,0,0,0
mnist,0.125,8,0.1,0.99,64,0.0,0.8865,2.313423487472534,21.831217527389526,1.0723881721496582,0,0,0,0
mnist,0.125,8,0.1,0.99,64,0.01,0.902,nan,21.47407078742981,0.9700183868408203,0,0,0,0
mnist,0.125,8,0.1,0.99,64,0.001,0.902,nan,20.539520978927612,1.0248146057128906,0,0,0,0
mnist,0.125,8,0.1,0.99,64,0.0001,0.902,nan,20.701416015625,0.9814517498016357,0,0,0,0
mnist,0.125,8,0.1,0.99,128,0.0,0.902,nan,19.2701416015625,0.9217691421508789,0,0,0,0
mnist,0.125,8,0.1,0.99,128,0.01,0.902,nan,19.267410278320312,0.8786616325378418,0,0,0,0
mnist,0.125,8,0.1,0.99,128,0.001,0.902,nan,20.699235200881958,0.9573945999145508,0,0,0,0
mnist,0.125,8,0.1,0.99,128,0.0001,0.8865,2.3124768867492675,20.329779624938965,0.968505859375,0,0,0,0
mnist,0.125,8,0.1,0.99,256,0.0,0.902,nan,19.35320496559143,0.9486026763916016,0,0,0,0
mnist,0.125,8,0.1,0.99,256,0.01,0.9042,2.419740087890625,20.256147384643555,0.9149847030639648,0,0,0,0
mnist,0.125,8,0.1,0.99,256,0.001,0.8865,2.331315404891968,18.290351629257202,0.9262595176696777,0,0,0,0
mnist,0.125,8,0.1,0.99,256,0.0001,0.902,nan,19.233110427856445,0.9140181541442871,0,0,0,0
mnist,0.125,8,0.1,0.99,512,0.0,0.8865,2.34997751121521,24.148008823394775,1.162919282913208,0,0,0,0
mnist,0.125,8,0.1,0.99,512,0.01,0.8865,2.3086308757781984,23.950772523880005,1.110161542892456,0,0,0,0
mnist,0.125,8,0.1,0.99,512,0.001,0.902,nan,21.991742610931396,1.140807867050171,0,0,0,0
mnist,0.125,8,0.1,0.99,512,0.0001,0.9026,2.3341719257354736,22.127222776412964,1.0525753498077393,0,0,0,0
mnist,0.125,8,0.01,0.0,64,0.0,0.8865,2.296469662475586,21.290724515914917,1.0253336429595947,0,0,0,0
mnist,0.125,8,0.01,0.0,64,0.01,0.8865,2.299800458908081,20.756935358047485,0.9798593521118164,0,0,0,0
mnist,0.125,8,0.01,0.0,64,0.001,0.8865,2.2970130779266356,21.341856718063354,1.0130615234375,0,0,0,0
mnist,0.125,8,0.01,0.0,64,0.0001,0.8865,2.296525349807739,21.522881031036377,1.0132298469543457,0,0,0,0
mnist,0.125,8,0.01,0.0,128,0.0,0.899,2.300979969024658,20.22588300704956,0.9715712070465088,0,0,0,0
mnist,0.125,8,0.01,0.0,128,0.01,0.899,2.3013794361114503,19.050538778305054,0.8982465267181396,0,0,0,0
mnist,0.125,8,0.01,0.0,128,0.001,0.899,2.3010318645477295,19.434180736541748,0.9094974994659424,0,0,0,0
mnist,0.125,8,0.01,0.0,128,0.0001,0.899,2.3009841690063477,17.936352729797363,0.9316458702087402,0,0,0,0
mnist,0.125,8,0.01,0.0,256,0.0,0.899,2.3022949703216553,19.084972381591797,0.9196269512176514,0,0,0,0
mnist,0.125,8,0.01,0.0,256,0.01,0.899,2.3023804321289063,19.776078701019287,0.9300897121429443,0,0,0,0
mnist,0.125,8,0.01,0.0,256,0.001,0.899,2.302304315185547,19.660662174224854,0.9090876579284668,0,0,0,0
mnist,0.125,8,0.01,0.0,256,0.0001,0.899,2.302296082687378,20.608471393585205,0.951195240020752,0,0,0,0
mnist,0.125,8,0.01,0.0,512,0.0,0.899,2.3031716678619385,22.553421020507812,1.1066274642944336,0,0,0,0
mnist,0.125,8,0.01,0.0,512,0.01,0.899,2.303178873825073,24.489543437957764,1.2031207084655762,0,0,0,0
mnist,0.125,8,0.01,0.0,512,0.001,0.899,2.303172424697876,21.36596703529358,1.0377635955810547,0,0,0,0
mnist,0.125,8,0.01,0.0,512,0.0001,0.899,2.303171715927124,22.206941843032837,1.054269790649414,0,0,0,0
mnist,0.125,8,0.01,0.9,64,0.0,0.0362,0.11579936512135901,22.537479877471924,1.09059476852417,0,0,0,0
