dataset,size,epoch,lr,momentum,bacth,weightDecay,testError,testLoss,trainTime,testTime,stdTestError,stdTestLoss,stdTrainTime,stdTestTime
mnist,0.0625,1,0.01,0.9,512,0.0,0.899,2.303976705169678,2.111253023147583,1.032630205154419,0,0,0,0
mnist,0.0625,1,0.01,0.9,512,0.01,0.899,2.3039708847045897,2.056474208831787,1.105846881866455,0,0,0,0
mnist,0.0625,1,0.01,0.9,512,0.001,0.899,2.3039760997772216,2.1765685081481934,1.1073179244995117,0,0,0,0
mnist,0.0625,1,0.01,0.9,512,0.0001,0.899,2.3039766441345213,2.216465711593628,1.1364357471466064,0,0,0,0
mnist,0.0625,1,0.01,0.95,64,0.0,0.8863,2.29956686630249,1.937035083770752,1.0768845081329346,0,0,0,0
mnist,0.0625,1,0.01,0.95,64,0.01,0.8865,2.3005143070220946,2.0362441539764404,1.0588624477386475,0,0,0,0
mnist,0.0625,1,0.01,0.95,64,0.001,0.8864,2.299678382873535,2.0058953762054443,1.0225813388824463,0,0,0,0
mnist,0.0625,1,0.01,0.95,64,0.0001,0.8863,2.2995821949005126,2.039271354675293,1.0329713821411133,0,0,0,0
mnist,0.0625,1,0.01,0.95,128,0.0,0.902,2.3020696102142333,1.8901660442352295,0.9369029998779297,0,0,0,0
mnist,0.0625,1,0.01,0.95,128,0.01,0.902,2.302149306488037,1.7732830047607422,0.8985464572906494,0,0,0,0
mnist,0.0625,1,0.01,0.95,128,0.001,0.902,2.3020768924713133,1.833179235458374,0.9239175319671631,0,0,0,0
mnist,0.0625,1,0.01,0.95,128,0.0001,0.902,2.3020700523376463,1.6242973804473877,0.8182594776153564,0,0,0,0
mnist,0.0625,1,0.01,0.95,256,0.0,0.899,2.3034015228271483,1.8277764320373535,0.9681096076965332,0,0,0,0
mnist,0.0625,1,0.01,0.95,256,0.01,0.899,2.303395378112793,1.8716850280761719,0.9101393222808838,0,0,0,0
mnist,0.0625,1,0.01,0.95,256,0.001,0.899,2.3034010738372803,1.8217039108276367,0.9544918537139893,0,0,0,0
mnist,0.0625,1,0.01,0.95,256,0.0001,0.899,2.303401424407959,1.8133513927459717,0.9738335609436035,0,0,0,0
mnist,0.0625,1,0.01,0.95,512,0.0,0.899,2.303947190475464,2.144282341003418,1.135068416595459,0,0,0,0
mnist,0.0625,1,0.01,0.95,512,0.01,0.899,2.303940747451782,2.1041271686553955,1.0097801685333252,0,0,0,0
mnist,0.0625,1,0.01,0.95,512,0.001,0.899,2.3039466094970704,2.1901681423187256,1.160064935684204,0,0,0,0
mnist,0.0625,1,0.01,0.95,512,0.0001,0.899,2.3039471660614015,2.1991541385650635,1.0502443313598633,0,0,0,0
mnist,0.0625,1,0.01,0.99,64,0.0,0.8865,2.2978959201812743,2.0785810947418213,1.099625825881958,0,0,0,0
mnist,0.0625,1,0.01,0.99,64,0.01,0.8865,2.3006742015838624,1.9811427593231201,1.0289020538330078,0,0,0,0
mnist,0.0625,1,0.01,0.99,64,0.001,0.8865,2.298275535964966,2.0286855697631836,1.0611498355865479,0,0,0,0
mnist,0.0625,1,0.01,0.99,64,0.0001,0.8865,2.2979296382904053,2.084137439727783,1.0857744216918945,0,0,0,0
mnist,0.0625,1,0.01,0.99,128,0.0,0.902,2.3016111736297606,1.7816953659057617,0.9273333549499512,0,0,0,0
mnist,0.0625,1,0.01,0.99,128,0.01,0.902,2.3017695987701416,1.7002272605895996,0.94417405128479,0,0,0,0
mnist,0.0625,1,0.01,0.99,128,0.001,0.902,2.301629795455933,1.9089341163635254,0.9549081325531006,0,0,0,0
mnist,0.0625,1,0.01,0.99,128,0.0001,0.902,2.3016136447906494,1.74440336227417,0.8938937187194824,0,0,0,0
mnist,0.0625,1,0.01,0.99,256,0.0,0.8987,2.303275944519043,1.8334171772003174,0.989734411239624,0,0,0,0
mnist,0.0625,1,0.01,0.99,256,0.01,0.899,2.3032704788208007,1.9676728248596191,0.9999785423278809,0,0,0,0
mnist,0.0625,1,0.01,0.99,256,0.001,0.8987,2.303275464630127,1.8582923412322998,1.02919340133667,0,0,0,0
mnist,0.0625,1,0.01,0.99,256,0.0001,0.8987,2.303275895309448,1.8882365226745605,0.9946191310882568,0,0,0,0
mnist,0.0625,1,0.01,0.99,512,0.0,0.899,2.303920643997192,2.152418375015259,1.130089282989502,0,0,0,0
mnist,0.0625,1,0.01,0.99,512,0.01,0.899,2.303913864135742,2.0336973667144775,1.0083792209625244,0,0,0,0
mnist,0.0625,1,0.01,0.99,512,0.001,0.899,2.3039200141906737,2.1522274017333984,1.1370065212249756,0,0,0,0
mnist,0.0625,1,0.01,0.99,512,0.0001,0.899,2.303920588684082,2.143216848373413,1.1028566360473633,0,0,0,0
mnist,0.0625,1,0.001,0.0,64,0.0,0.899,2.3042107223510744,1.7480599880218506,0.8865337371826172,0,0,0,0
mnist,0.0625,1,0.001,0.0,64,0.01,0.899,2.304209261703491,1.8497769832611084,1.0063261985778809,0,0,0,0
mnist,0.0625,1,0.001,0.0,64,0.001,0.899,2.304210590362549,1.8022289276123047,0.9081685543060303,0,0,0,0
mnist,0.0625,1,0.001,0.0,64,0.0001,0.899,2.3042107166290284,2.175260305404663,1.0871994495391846,0,0,0,0
mnist,0.0625,1,0.001,0.0,128,0.0,0.899,2.304244390869141,1.7902460098266602,0.8898916244506836,0,0,0,0
mnist,0.0625,1,0.001,0.0,128,0.01,0.899,2.3042435958862306,1.842099905014038,1.004802942276001,0,0,0,0
mnist,0.0625,1,0.001,0.0,128,0.001,0.899,2.3042442932128906,1.676964282989502,0.8717656135559082,0,0,0,0
mnist,0.0625,1,0.001,0.0,128,0.0001,0.899,2.304244390869141,1.800065517425537,0.8977458477020264,0,0,0,0
mnist,0.0625,1,0.001,0.0,256,0.0,0.899,2.304260610961914,1.7924845218658447,0.9543015956878662,0,0,0,0
mnist,0.0625,1,0.001,0.0,256,0.01,0.899,2.3042602436065676,1.8404593467712402,1.0369198322296143,0,0,0,0
mnist,0.0625,1,0.001,0.0,256,0.001,0.899,2.3042605865478514,1.825721025466919,0.9711577892303467,0,0,0,0
mnist,0.0625,1,0.001,0.0,256,0.0001,0.899,2.304260605239868,1.8062212467193604,0.8921763896942139,0,0,0,0
mnist,0.0625,1,0.001,0.0,512,0.0,0.899,2.304268936920166,2.232482433319092,1.099424123764038,0,0,0,0
mnist,0.0625,1,0.001,0.0,512,0.01,0.899,2.304268796157837,2.2768709659576416,1.1632440090179443,0,0,0,0
mnist,0.0625,1,0.001,0.0,512,0.001,0.899,2.304268936920166,2.103646755218506,1.071106195449829,0,0,0,0
mnist,0.0625,1,0.001,0.0,512,0.0001,0.899,2.3042689735412596,2.110684633255005,1.0781919956207275,0,0,0,0
mnist,0.0625,1,0.001,0.9,64,0.0,0.899,2.3037621044158936,1.8304669857025146,0.9345574378967285,0,0,0,0
mnist,0.0625,1,0.001,0.9,64,0.01,0.899,2.3037553886413575,1.9302575588226318,1.0616652965545654,0,0,0,0
mnist,0.0625,1,0.001,0.9,64,0.001,0.899,2.3037611896514893,2.02671217918396,1.0295181274414062,0,0,0,0
mnist,0.0625,1,0.001,0.9,64,0.0001,0.899,2.30376203956604,2.032101631164551,1.0282564163208008,0,0,0,0
mnist,0.0625,1,0.001,0.9,128,0.0,0.899,2.3040439064025877,1.8459274768829346,0.9218928813934326,0,0,0,0
mnist,0.0625,1,0.001,0.9,128,0.01,0.899,2.3040396099090574,1.8138036727905273,0.9027469158172607,0,0,0,0
mnist,0.0625,1,0.001,0.9,128,0.001,0.899,2.3040434684753417,1.6520473957061768,0.9008529186248779,0,0,0,0
mnist,0.0625,1,0.001,0.9,128,0.0001,0.899,2.3040438453674317,1.6684043407440186,0.8841722011566162,0,0,0,0
mnist,0.0625,1,0.001,0.9,256,0.0,0.899,2.304189501953125,1.8387303352355957,0.9564633369445801,0,0,0,0
mnist,0.0625,1,0.001,0.9,256,0.01,0.899,2.304187420654297,1.8594858646392822,0.9957430362701416,0,0,0,0
mnist,0.0625,1,0.001,0.9,256,0.001,0.899,2.3041892444610594,1.7839393615722656,0.8893411159515381,0,0,0,0
mnist,0.0625,1,0.001,0.9,256,0.0001,0.899,2.304189422225952,1.8131697177886963,0.9332127571105957,0,0,0,0
mnist,0.0625,1,0.001,0.9,512,0.0,0.899,2.304245676422119,2.0191142559051514,1.0723199844360352,0,0,0,0
mnist,0.0625,1,0.001,0.9,512,0.01,0.899,2.3042449066162107,2.0760741233825684,1.0359206199645996,0,0,0,0
mnist,0.0625,1,0.001,0.9,512,0.001,0.899,2.3042455909729003,2.0394105911254883,1.0856173038482666,0,0,0,0
mnist,0.0625,1,0.001,0.9,512,0.0001,0.899,2.304245676422119,2.1864209175109863,1.1250946521759033,0,0,0,0
mnist,0.0625,1,0.001,0.95,64,0.0,0.899,2.303491117858887,1.923565149307251,1.0676910877227783,0,0,0,0
mnist,0.0625,1,0.001,0.95,64,0.01,0.899,2.303485094070435,1.7890076637268066,0.8449952602386475,0,0,0,0
mnist,0.0625,1,0.001,0.95,64,0.001,0.899,2.303490390777588,1.9743993282318115,1.085684061050415,0,0,0,0
mnist,0.0625,1,0.001,0.95,64,0.0001,0.899,2.3034910118103027,2.0513339042663574,1.036623239517212,0,0,0,0
mnist,0.0625,1,0.001,0.95,128,0.0,0.899,2.303959521102905,1.8517189025878906,0.9121003150939941,0,0,0,0
mnist,0.0625,1,0.001,0.95,128,0.01,0.899,2.303953776550293,1.8492743968963623,0.915616512298584,0,0,0,0
mnist,0.0625,1,0.001,0.95,128,0.001,0.899,2.3039589023590086,1.8819448947906494,0.9465429782867432,0,0,0,0
mnist,0.0625,1,0.001,0.95,128,0.0001,0.899,2.303959496688843,1.8565194606781006,0.9405176639556885,0,0,0,0
mnist,0.0625,1,0.001,0.95,256,0.0,0.899,2.304170854187012,1.8993868827819824,1.0128183364868164,0,0,0,0
mnist,0.0625,1,0.001,0.95,256,0.01,0.899,2.304168478012085,1.955784559249878,1.0072951316833496,0,0,0,0
mnist,0.0625,1,0.001,0.95,256,0.001,0.899,2.304170620727539,1.7565984725952148,0.915050745010376,0,0,0,0
mnist,0.0625,1,0.001,0.95,256,0.0001,0.899,2.304170878601074,1.778463363647461,0.9511361122131348,0,0,0,0
mnist,0.0625,1,0.001,0.95,512,0.0,0.899,2.3042420726776123,2.133769989013672,1.0959630012512207,0,0,0,0
mnist,0.0625,1,0.001,0.95,512,0.01,0.899,2.30424126625061,2.312551736831665,1.1770832538604736,0,0,0,0
mnist,0.0625,1,0.001,0.95,512,0.001,0.899,2.30424204826355,2.2450108528137207,1.1479442119598389,0,0,0,0
mnist,0.0625,1,0.001,0.95,512,0.0001,0.899,2.304242109298706,2.087129592895508,1.0230324268341064,0,0,0,0
mnist,0.0625,1,0.001,0.99,64,0.0,0.8648,2.3030400135040283,2.0681862831115723,1.0284414291381836,0,0,0,0
mnist,0.0625,1,0.001,0.99,64,0.01,0.8614,2.303043974685669,1.9507248401641846,1.0284841060638428,0,0,0,0
mnist,0.0625,1,0.001,0.99,64,0.001,0.8649,2.3030401252746584,1.8997886180877686,1.0317344665527344,0,0,0,0
mnist,0.0625,1,0.001,0.99,64,0.0001,0.8651,2.303039782333374,1.9234800338745117,1.0700602531433105,0,0,0,0
mnist,0.0625,1,0.001,0.99,128,0.0,0.899,2.3038534030914306,1.8035392761230469,0.9335923194885254,0,0,0,0
mnist,0.0625,1,0.001,0.99,128,0.01,0.899,2.3038462036132814,1.8182547092437744,0.9378151893615723,0,0,0,0
mnist,0.0625,1,0.001,0.99,128,0.001,0.899,2.3038525909423826,1.784053087234497,0.911367654800415,0,0,0,0
mnist,0.0625,1,0.001,0.99,128,0.0001,0.899,2.3038533660888674,1.788027048110962,0.9841353893280029,0,0,0,0
mnist,0.0625,1,0.001,0.99,256,0.0,0.899,2.3041519317626955,1.842088222503662,0.9117205142974854,0,0,0,0
mnist,0.0625,1,0.001,0.99,256,0.01,0.899,2.3041491397857667,1.792855978012085,0.9397392272949219,0,0,0,0
mnist,0.0625,1,0.001,0.99,256,0.001,0.899,2.30415167427063,1.7743401527404785,0.9240524768829346,0,0,0,0
mnist,0.0625,1,0.001,0.99,256,0.0001,0.899,2.3041519077301027,1.8201518058776855,0.9407048225402832,0,0,0,0
mnist,0.0625,1,0.001,0.99,512,0.0,0.899,2.304238914871216,2.0619657039642334,1.0364480018615723,0,0,0,0
mnist,0.0625,1,0.001,0.99,512,0.01,0.899,2.3042380043029786,2.0274248123168945,1.002833604812622,0,0,0,0
mnist,0.0625,1,0.001,0.99,512,0.001,0.899,2.3042388107299803,2.222608804702759,1.222954511642456,0,0,0,0
mnist,0.0625,1,0.001,0.99,512,0.0001,0.899,2.304238890457153,2.037195920944214,1.0122785568237305,0,0,0,0
mnist,0.0625,1,0.0001,0.0,64,0.0,0.899,2.3042711597442627,1.8694727420806885,0.9412906169891357,0,0,0,0
mnist,0.0625,1,0.0001,0.0,64,0.01,0.899,2.3042709983825684,1.7531883716583252,0.8558526039123535,0,0,0,0
mnist,0.0625,1,0.0001,0.0,64,0.001,0.899,2.3042711444854738,1.937270164489746,1.0541777610778809,0,0,0,0
mnist,0.0625,1,0.0001,0.0,64,0.0001,0.899,2.304271158981323,1.9632809162139893,1.0536155700683594,0,0,0,0
mnist,0.0625,1,0.0001,0.0,128,0.0,0.899,2.3042746227264406,1.7033722400665283,0.8921122550964355,0,0,0,0
mnist,0.0625,1,0.0001,0.0,128,0.01,0.899,2.304274527359009,1.7829070091247559,0.9081535339355469,0,0,0,0
mnist,0.0625,1,0.0001,0.0,128,0.001,0.899,2.304274625778198,1.7603399753570557,0.8882026672363281,0,0,0,0
mnist,0.0625,1,0.0001,0.0,128,0.0001,0.899,2.304274631881714,1.9011552333831787,0.9626262187957764,0,0,0,0
mnist,0.0625,1,0.0001,0.0,256,0.0,0.899,2.304276223754883,1.742356777191162,0.914971113204956,0,0,0,0
mnist,0.0625,1,0.0001,0.0,256,0.01,0.899,2.304276205062866,1.7528164386749268,0.8955352306365967,0,0,0,0
mnist,0.0625,1,0.0001,0.0,256,0.001,0.899,2.304276235961914,1.789309024810791,0.8673968315124512,0,0,0,0
mnist,0.0625,1,0.0001,0.0,256,0.0001,0.899,2.3042762298583983,1.8584530353546143,0.9139726161956787,0,0,0,0
mnist,0.0625,1,0.0001,0.0,512,0.0,0.899,2.3042771266937256,2.1683971881866455,1.1158785820007324,0,0,0,0
mnist,0.0625,1,0.0001,0.0,512,0.01,0.899,2.304277095794678,2.1919827461242676,1.0854265689849854,0,0,0,0
mnist,0.0625,1,0.0001,0.0,512,0.001,0.899,2.304277138900757,2.021559000015259,0.9961874485015869,0,0,0,0
mnist,0.0625,1,0.0001,0.0,512,0.0001,0.899,2.304277138900757,2.1286659240722656,1.1287360191345215,0,0,0,0
mnist,0.0625,1,0.0001,0.9,64,0.0,0.899,2.304220085144043,1.8151781558990479,0.8585205078125,0,0,0,0
mnist,0.0625,1,0.0001,0.9,64,0.01,0.899,2.3042188011169435,1.8545162677764893,0.9330706596374512,0,0,0,0
mnist,0.0625,1,0.0001,0.9,64,0.001,0.899,2.3042199920654296,1.9732065200805664,1.0486772060394287,0,0,0,0
mnist,0.0625,1,0.0001,0.9,64,0.0001,0.899,2.3042200805664064,2.0994949340820312,1.056821346282959,0,0,0,0
mnist,0.0625,1,0.0001,0.9,128,0.0,0.899,2.3042533458709715,1.8230772018432617,0.8559906482696533,0,0,0,0
mnist,0.0625,1,0.0001,0.9,128,0.01,0.899,2.304252767944336,1.8266308307647705,0.9039361476898193,0,0,0,0
mnist,0.0625,1,0.0001,0.9,128,0.001,0.899,2.30425330657959,1.788022756576538,0.9258127212524414,0,0,0,0
